,,exret_mkt,FF_SMB,FF_HML,FF_RMW,FF_CMA,RF,FF_MOM,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,PR17,PR18,PR19,PR20,PR21,PR22,PR23,PR24,PR25,PRgrowth,PRvalue,Prsmall,Prlarge
15/02/1993,199302,0.12,-3.43,6.42,-0.62,4.05,0.22,3.1,-7.5587,-5.0275,-2.1208,-0.5023,0.7801,-7.973,-4.5898,-0.2572,2.7082,1.7679,-8.0371,0.3092,1.5007,0.4496,3.5514,-5.0311,1.752,1.5704,2.9398,2.4008,-3.0198,2.2396,5.0547,4.9061,2.0964,-4.45,1.06,   -2.03,    1.25
15/03/1993,199303,2.3,0.08,1.22,-0.26,0.92,0.25,3.74,0.5687,1.7282,3.6588,2.5458,4.9858,0.9714,2.4514,3.9135,2.1086,3.645,4.8407,3.1912,3.1363,3.0987,6.2499,2.8459,4.952,3.9644,3.3031,1.9813,0.7042,3.5665,3.3187,0.7276,3.4326,0.77,5.13,    3.64,    1.81
15/04/1993,199304,-3.05,-0.82,2.61,-3.49,1.52,0.24,0.33,-3.9732,-4.4905,-2.9216,-2.3013,-1.2629,-3.2123,-3.1547,-1.6537,-2.3276,-4.263,-4.3576,-2.7604,-2.9341,-1.5953,-1.4411,-5.0134,-2.5369,-1.7836,-1.6004,-1.8904,-5.9593,-2.2414,-0.2467,-1.5603,1.1337,-6.02,0.97,   -1.63,   -2.79
15/05/1993,199305,2.89,1.87,-3.41,-0.18,-1.18,0.22,0.29,5.5207,4.3906,3.7292,3.0678,4.696,6.941,4.5795,3.4133,1.5817,4.1603,7.7674,6.6125,3.3306,1.8976,2.2442,6.9607,4.0917,1.9542,1.1689,2.7051,3.1335,4.4466,1.3837,1.7511,-0.5114,4.45,0.63,    3.41,    2.64
15/06/1993,199306,0.31,0.1,2.62,-1.19,1.09,0.25,4.58,-1.7424,0.5392,0.0426,-0.7411,2.03,-0.3623,0.7393,0.5546,0.3487,2.2981,-0.7925,0.3659,1.6757,2.5606,0.9759,0.8193,0.5774,2.3113,1.1548,3.8208,-2.458,1.0467,1.7227,1.7786,4.8369,-1.91,4.18,    1.40,    0.29
15/07/1993,199307,-0.34,0.9,3.24,-2.13,2.02,0.24,3.24,-1.549,-0.4635,0.9451,2.215,3.3104,-0.0958,0.4369,1.2027,2.864,1.9263,-0.3638,0.0889,1.0163,2.3205,-0.4618,-2.5862,1.2224,1.0988,2.2433,0.3367,-3.4786,0.2841,0.9944,2.4898,0.5623,-3.33,1.92,    1.41,   -0.66
15/08/1993,199308,3.71,0.27,-0.45,-1.37,-0.03,0.25,2.58,3.8907,5.0806,3.6947,3.3621,3.159,3.5526,5.8502,4.8728,5.3732,3.4322,4.1188,4.8447,3.5578,3.0504,2.9017,6.2235,3.471,4.7677,3.5216,5.1254,3.6979,2.1241,4.1203,4.3211,2.3754,3.49,2.57,    3.67,    3.47
15/09/1993,199309,-0.12,3.05,-0.45,0.69,-0.09,0.26,3.41,2.4117,2.2795,2.9476,2.9108,3.3677,3.6928,3.6037,2.3454,2.2651,2.1396,4.0509,0.9013,1.2515,1.6312,0.395,0.3542,2.0958,0.3256,-0.8587,-0.4951,-0.8785,-1.6586,-0.0633,1.3723,-3.2578,-0.36,1.11,    3.77,   -0.60
15/10/1993,199310,1.41,1.61,-1.54,-0.31,0.6,0.22,-2.67,5.0835,4.8183,4.5862,4.2641,4.43,3.9319,2.1134,0.794,1.2764,0.7986,1.948,-1.2007,0.6827,0.0452,4.0845,3.3032,0.3595,-0.5361,-0.8761,-1.2303,4.1305,0.5453,-0.1138,-0.7581,5.7653,4.15,0.82,    5.02,    1.92
15/11/1993,199311,-1.89,-1.42,-0.27,1.68,-0.96,0.25,-4.71,-3.9054,-2.9084,-2.039,-1.9947,-1.9054,-2.7387,-3.1675,-2.5572,-4.5111,-3.6966,-2.6183,-2.4758,-3.0149,-3.3098,-0.9911,-2.2796,-2.9527,-2.1538,-2.413,-5.1902,1.4717,-1.6503,-2.972,-3.4595,3.4239,0.91,-3.51,   -2.96,   -0.89
15/12/1993,199312,1.65,1.4,0.57,1.01,-0.3,0.23,2.28,0.6824,0.8162,1.7507,1.276,1.1489,2.1989,4.4959,4.5267,1.4686,3.8672,4.0276,6.0748,5.5694,3.5046,2.8421,4.2046,5.5939,3.8263,2.3246,3.7198,0.0619,2.3001,0.6426,1.4215,2.6873,0.66,2.37,    0.04,    0.66
15/01/1994,199401,2.87,-0.17,2.09,-2.13,1.47,0.25,0.02,2.5118,6.4221,5.2168,5.5874,6.0223,1.385,2.1188,1.834,2.9022,5.003,1.993,1.8654,1.5579,2.1113,7.2944,2.6863,3.2829,3.9398,2.5382,2.4777,1.3388,3.8167,4.8533,2.8985,5.9091,1.14,5.34,    5.56,    3.15
15/02/1994,199402,-2.55,2.63,-1.44,2.15,-1.05,0.21,-0.29,-3.2048,1.6107,-0.4672,-0.2172,0.0313,-0.3764,0.2304,0.2315,-1.7443,-1.5134,-0.8532,1.9028,0.8601,-1.8658,-1.6962,-0.997,0.0913,-1.7459,-2.5406,-5.1072,-1.8034,-2.0071,-3.4089,-4.9451,-4.9136,-1.71,-2.71,   -0.91,   -3.27
15/03/1994,199403,-4.78,-1.03,1.31,0.84,1.25,0.27,-1.33,-7.5056,-5.1801,-4.2089,-5.0855,-3.0689,-7.255,-5.2891,-5.1259,-3.7653,-6.0325,-5.804,-4.7278,-4.6383,-3.9942,-5.6954,-5.5226,-4.9534,-4.5492,-2.751,-1.9545,-4.7551,-3.8504,-2.8363,-4.6203,-4.4331,-5.18,-5.9,   -4.51,   -4.26
15/04/1994,199404,0.68,-1.05,1.68,1.13,1.12,0.27,0.41,-3.7428,-0.5459,-1.4946,-0.6468,0.6948,-0.882,0.605,1.7543,1.3886,2.2731,-1.544,2.2886,0.826,0.9536,1.6925,-0.2966,0.9333,1.6427,2.3104,1.4139,1.4045,-1.0589,3.0746,1.245,2.1552,0.59,2.23,   -1.48,    1.52
15/05/1994,199405,0.58,-2.48,0.2,0.97,0.71,0.31,-2.15,-2.3159,-2.0991,-0.3526,-0.4029,-0.5357,-2.4051,-2.3715,-1.2096,0.1391,1.1916,-2.115,-1.5601,0.3624,-1.2759,-0.1995,-0.1704,0.1885,0.2445,-1.255,-1.7544,1.1602,3.8952,1.8254,0.6958,1.1469,0.41,0.28,   -0.45,    2.05
15/06/1994,199406,-3.03,-0.49,1.7,1.23,1.51,0.31,-0.82,-6.7135,-4.3806,-4.5171,-2.2003,-1.7486,-5.5166,-2.9018,-0.7176,-1.2523,-1.3168,-4.4992,-2.6204,0.0823,-0.9779,-1.7287,-5.1754,-2.7705,-2.0474,-1.7311,-4.1841,-2.4607,-3.0781,-2.1279,-1.7658,-3.5797,-3.79,-1.53,   -2.12,   -2.36
15/07/1994,199407,2.82,-1.82,0.59,-1.09,0.14,0.28,0.19,0.4373,-0.2132,0.033,0.5045,1.3469,2.4385,1.8703,1.6784,2.1482,3.1601,3.0996,1.954,1.8447,3.2001,4.0494,2.2541,2.7598,3.8913,5.1415,5.2907,2.6749,3.3299,4.6274,3.478,2.556,2.26,1.45,    0.63,    3.23
15/08/1994,199408,4.01,1.23,-2.82,0.19,-1.45,0.37,1.55,3.5571,4.4022,4.2776,2.3153,3.1093,9.2396,5.7314,3.7072,4.4739,4.9041,9.8086,4.2564,5.3817,1.9419,6.2508,7.941,5.302,1.9155,3.1035,5.2586,6.2311,2.8053,1.6355,4.2358,1.9561,6.15,3.2,    2.66,    3.76
15/09/1994,199409,-2.31,2.58,-1.9,0.12,0.95,0.37,1.32,1.0487,1.7119,1.0084,2.5708,0.7713,0.199,0.6688,-0.2337,-0.767,-1.598,1.056,-1.9537,-1.8372,-1.4036,-1.3347,-0.5179,-2.5777,-1.9807,-3.701,-2.8021,-0.5573,-3.7707,-3.0618,-3.2312,-6.0177,-0.19,-1.87,    1.48,   -2.36
15/10/1994,199410,1.34,-2.3,-1.73,0.53,-0.64,0.38,1.43,-0.9916,1.2222,-0.0483,1.7143,-0.2627,1.6727,-0.0206,-0.5995,-0.9587,-3.4776,3.0878,-0.0496,-0.0959,-1.3493,-1.7808,1.3539,1.0005,-0.039,-0.2403,-2.8014,3.066,1.6431,3.9162,2.076,0.1161,2.27,-0.65,    0.46,    2.66
15/11/1994,199411,-4.04,0.15,-0.94,0.79,-0.45,0.37,-0.2,-4.4062,-3.2961,-3.5965,-2.9408,-3.0005,-2.6891,-3.8051,-3.7186,-3.7048,-5.3536,-5.5188,-4.2824,-4.1533,-3.3957,-5.1114,-3.8154,-3.5076,-4.2322,-3.6166,-6.2355,-1.7822,-4.8128,-2.7788,-5.4069,-3.8289,-2.45,-3.85,   -3.86,   -3.13
15/12/1994,199412,0.86,-0.03,0.55,0.2,0.31,0.44,3.5,-3.1264,-0.4422,-0.3572,0.1714,-0.2368,1.7544,2.1868,2.3908,2.3624,1.3805,1.7663,3.5692,2.0669,3.1695,4.5029,1.9159,1.0503,0.4388,0.8394,1.4324,0.6601,2.1968,0.6543,1.7995,2.0812,0.66,0.85,   -2.35,    1.42
15/01/1995,199501,1.8,-2.73,0.83,0.72,-0.84,0.42,-1.83,1.723,2.1447,3.6001,1.2784,2.5948,-1.7041,-0.9038,-0.3583,-0.372,0.0895,-1.7239,-1.2725,-0.9543,0.8154,-0.228,0.7436,1.0995,1.5324,3.4704,2.408,2.8608,3.3773,4.1838,2.0286,1.3251,1.37,2.59,    3.07,    2.98
15/02/1995,199502,3.63,-0.51,1.08,0.68,-0.33,0.4,-0.36,2.2432,3.469,1.8862,2.0361,3.5054,3.5896,3.6691,3.5532,3.9815,5.3847,5.7033,4.5053,4.3667,4.6761,5.7447,3.9339,5.4686,4.7731,3.7723,5.1731,3.3652,4.589,2.6727,4.38,6.4333,3.36,4.92,    2.20,    3.42
15/03/1995,199503,2.19,-0.8,-1.07,-0.43,0.19,0.46,0.38,0.8446,1.8566,0.9249,1.2433,0.734,4.0714,1.9213,2.9293,1.4852,2.1003,3.5744,2.0553,1.1932,0.3209,1.543,3.1495,3.4063,1.9116,2.2295,0.5315,2.9169,3.2024,2.6087,2.366,2.0374,2.88,1.34,    2.03,    2.65
15/04/1995,199504,2.11,-0.4,2.26,-0.19,1.01,0.44,1.8,1.71,3.3029,2.6047,2.1236,4.3228,0.3087,0.9856,3.7184,2.9513,3.0804,0.279,0.709,2.3462,3.7307,2.5482,1.1008,1.7489,3.0625,1.2741,3.1906,2.5141,2.5035,2.8332,3.6687,5.1139,1.74,5.94,    2.97,    3.22
15/05/1995,199505,2.9,-2.03,1.69,0.57,0.09,0.54,-0.43,1.7056,2.7257,1.2747,1.4711,3.3556,1.2746,1.2835,1.4417,2.6798,2.8914,2.1392,-0.5568,2.89,2.7741,2.4529,2.0724,1.7537,2.1686,3.7218,4.7767,3.8002,2.975,4.7737,5.156,6.0142,3.51,4.61,    2.36,    4.20
15/06/1995,199506,2.72,2.93,-2.27,-0.48,-2.43,0.47,2.9,7.7525,7.9655,5.8377,4.3344,5.215,9.6023,4.3769,4.093,4.9443,4.2986,6.4579,2.4823,3.7434,3.2096,2.4175,6.7675,3.8396,2.1191,2.4359,3.0631,3.9573,1.6652,0.2255,2.1505,1.5491,4.54,2.5,    7.63,    2.36
15/07/1995,199507,3.72,2.11,-1.68,0.73,-1.71,0.45,2.53,7.0147,6.1855,5.8666,4.2717,4.9968,8.8249,6.0086,3.7391,6.1776,4.7171,8.2305,4.1608,4.4675,4.6313,5.5389,8.3573,5.4033,3.6711,4.0974,3.1601,2.9607,3.4336,4.1474,3.8412,2.9931,4.08,4.14,    5.28,    3.29
15/08/1995,199508,0.55,1.86,2.71,-0.99,1.64,0.47,0.09,4.1954,4.7989,4.2749,3.8893,4.1203,0.686,1.4457,1.9015,3.2405,3.7047,0.3942,1.5086,1.8455,3.3899,3.9571,0.1186,1.863,1.8371,2.0591,3.4404,0.0073,0.7987,-0.2148,1.5769,4.2171,0.43,4.7,    4.73,    0.23
15/09/1995,199509,3.35,-1.91,-0.76,1.5,0.36,0.43,2.71,3.2509,2.8615,1.7034,2.3108,2.3826,1.9988,2.1047,1.9209,2.5164,0.0882,2.7734,0.5578,2.1283,2.2325,-0.6792,3.9574,1.5655,1.9073,2.4556,1.2675,5.8315,3.9456,2.2288,5.5501,3.9372,5.41,4.48,    2.33,    5.11
15/10/1995,199510,-1.52,-4.07,-0.75,2.25,-0.04,0.47,4.12,-6.1005,-6.2145,-5.0563,-2.5537,-2.8636,-6.9433,-6.7326,-5.4768,-4.4422,-5.1896,-2.6288,-3.9537,-2.4082,-3.3843,-3.4385,-1.654,-4.4432,-2.4977,-0.0964,-2.8465,0.5649,1.106,0.5673,-3.2846,-3.8267,0.41,-2.34,   -4.99,    0.44
15/11/1995,199511,3.96,-1.18,0.94,-0.95,1.19,0.42,-0.64,1.8403,2.2909,1.0251,2.3441,1.4575,4.6618,4.6509,3.7766,5.3283,5.7558,6.3141,3.241,3.6019,4.6354,6.3385,4.4795,3.5482,4.1737,4.5769,5.9463,4.5728,2.5192,4.3503,6.9565,5.074,4.65,4.2,    0.55,    4.22
15/12/1995,199512,1.03,0.63,0.86,-1.05,2.99,0.49,2.54,2.3176,3.2712,1.5205,1.5641,1.3767,2.7301,3.3577,3.3215,2.7175,3.2827,1.593,2.0733,2.904,2.9197,0.7146,-2.023,0.8712,1.5336,1.2023,-0.6929,0.572,2.0859,3.5351,1.3245,3.0243,-0.2,1.65,    0.81,    1.92
15/01/1996,199601,2.26,-2.55,0.3,-0.33,2.28,0.43,0.57,2.056,-0.0982,1.1743,0.8741,1.1251,-0.5762,-0.9347,0.4021,-0.5435,1.1582,-2.5185,0.5752,-0.1319,1.4998,0.247,1.5771,2.2334,2.0116,1.612,2.1869,3.9214,3.0019,3.0539,3.5659,3.4508,3.1,2.11,    2.51,    3.57
15/02/1996,199602,1.33,1.78,-1.42,0.22,-1.8,0.39,0.58,3.4111,1.9928,3.2918,2.7214,3.3265,5.0756,4.7372,1.7562,2.2219,1.6869,5.8095,3.8043,2.0873,2.2328,1.7033,5.2104,0.8065,1.3734,0.948,-1.0854,1.0105,1.6407,1.5278,1.2541,2.2215,1.36,1.36,    3.06,    1.08
15/03/1996,199603,0.73,1.56,1,1.14,-0.97,0.39,-1.88,2.8615,3.7319,2.4361,4.6646,2.0717,2.4182,2.0632,1.3813,1.7934,3.9095,2.5647,1.6129,3.6016,3.1267,2.1065,1.1624,1.1722,1.9864,0.6503,2.6414,-0.3124,1.3114,1.0228,2.2731,2.6769,0.3,0.52,    2.88,    0.71
15/04/1996,199604,2.06,4.61,-3.9,0.02,-2.2,0.46,-0.91,8.6114,9.4924,9.1235,5.6198,5.6471,10.4548,7.9208,2.6866,4.0202,6.2555,6.4299,3.4455,1.95,1.6472,0.4777,6.3407,5.016,3.2545,0.1886,-1.9405,1.4479,2.7249,1.5108,-0.9289,0.2603,2.68,0.96,    7.30,    1.17
15/05/1996,199605,2.36,3.14,-1.2,0.22,-0.22,0.42,1.56,8.0546,6.0118,8.4679,7.2951,5.0301,6.264,3.8391,4.4188,4.7009,7.5584,3.5362,3.1599,1.5655,1.8896,0.6847,3.0131,0.1239,1.3064,1.2282,0.4179,4.5373,1.0122,0.3598,2.4924,2.7191,4.35,3.7,    8.75,    2.82
15/06/1996,199606,-1.14,-3.49,1.56,3.34,1.08,0.4,1.01,-7.4869,-5.8331,-4.9646,-3.2607,-2.3445,-6.6696,-3.8549,-1.9102,-0.3132,-5.4313,-7.7922,-1.3764,-1.242,-0.5225,-1.0857,-4.1019,-2.1841,-1.2964,0.9539,0.5325,1.4527,0.1886,0.4429,-0.6286,-2.5636,-0.01,0.33,   -4.84,    0.85
15/07/1996,199607,-5.97,-3.67,4.45,3.03,2.6,0.45,-0.11,-14.5669,-9.8752,-7.6166,-4.2708,-5.7306,-15.4177,-9.3522,-7.0612,-4.9623,-6.1479,-11.7616,-7.1884,-4.8894,-6.122,-6.0606,-8.9306,-5.0601,-5.2224,-4.201,-5.3094,-5.1902,-4.4775,-2.7851,-3.9728,-4.6568,-6.5,-5.37,   -9.06,   -4.06
15/08/1996,199608,2.77,2.57,-0.46,-0.4,-2.43,0.41,-0.05,4.6435,4.5832,3.9395,4.0291,3.934,7.7213,6.3185,2.5425,4.8014,5.2546,8.2015,6.3748,5.7715,7.0192,4.3248,5.6965,5.7246,5.0373,4.8059,4.5665,1.4588,1.707,4.1146,2.3729,2.8224,1.8,5.28,    3.26,    1.83
15/09/1996,199609,5.01,-1.42,-3.14,1.1,-2.18,0.44,2.69,2.8161,2.5801,2.3385,3.0188,2.9228,5.7078,2.8205,2.2731,3.6782,4.1474,7.9695,4.3292,3.1472,2.0012,2.4407,5.7436,4.5532,3.0768,4.1167,3.7492,7.2927,4.8186,4.7156,3.5298,1.4872,7.13,4.39,    2.09,    5.97
15/10/1996,199610,0.86,-3.92,5.12,0.88,2.97,0.42,3.91,-5.6036,-2.2115,-1.2659,1.2716,0.8883,-5.2621,-2.0219,1.18,2.0538,1.1228,-6.4736,-2.6432,0.3677,2.2061,-0.2322,-3.7593,1.8287,1.5456,2.6755,3.1488,1.4585,1.7749,4.4422,4.94,5.9576,-0.33,2.2,   -2.63,    2.70
15/11/1996,199611,6.25,-3.8,1.16,2.06,-0.73,0.41,-2.23,-0.7196,2.2348,3.4257,4.5401,4.1981,1.393,3.206,5.0186,4.0835,4.2227,1.7709,6.4263,6.2874,6.2337,4.5839,5.6621,5.2186,6.5032,5.8358,8.63,7.8051,6.9843,7.845,8.469,6.9112,6.84,7.11,    1.38,    7.86
15/12/1996,199612,-1.7,3.24,0.9,0.63,1.51,0.46,0.61,-0.8794,1.9289,2.2954,2.2663,1.7699,1.5067,1.5739,3.63,3.7588,1.9805,-0.5036,0.4863,1.9519,0.6195,1.8734,-2.209,0.1598,-0.2569,0.4159,1.8016,-2.2001,-0.4616,-2.4241,-1.7193,-2.3746,-1.63,0.04,    0.33,   -1.82
15/01/1997,199701,4.98,-1.9,-1.64,0.93,-0.27,0.45,1.95,6.2388,5.5924,6.4681,4.7245,3.7848,3.8334,3.5338,1.2287,1.0935,1.8934,0.2324,3.5399,2.107,2.8583,4.5602,2.335,3.9862,3.4985,1.5735,5.0034,7.928,5.5893,5.0652,4.9362,3.7747,7.17,5.12,    6.50,    6.84
15/02/1997,199702,-0.49,-2.52,5.19,0.85,3.4,0.39,-2.05,-5.8837,-5.0732,-1.8001,0.2879,1.0803,-9.1717,-1.9404,-1.0416,1.2405,2.2778,-6.6113,-0.4836,0.5229,0.9644,1.4369,-3.9256,1.4218,0.9536,2.3453,3.5476,0.6262,-0.8112,0.0553,3.1239,3.0198,-0.35,4.12,   -1.45,    0.72
15/03/1997,199703,-5.02,-0.39,3.81,0.79,1.67,0.43,0.97,-9.6577,-6.4816,-3.4059,-1.9706,-2.1731,-9.1305,-5.8044,-2.2696,-2.7188,-1.3985,-7.9435,-3.754,-3.1568,-2.2704,-2.6616,-7.2133,-4.8155,-2.3842,-4.2936,-3.6301,-5.4621,-2.5557,-2.6549,-5.2716,-5.5564,-7.33,-3.72,   -4.60,   -4.45
15/04/1997,199704,4.04,-5.74,-0.07,3.38,-0.91,0.43,4.92,-5.1683,-3.7781,-3.1359,-1.5354,-2.5289,-4.1625,0.0739,-0.6473,2.077,0.5693,-1.3054,2.8634,3.4006,3.2689,1.5539,1.9184,2.8921,2.7242,2.7619,1.9183,8.1838,3.3444,5.1291,3.7312,3.9435,7.6,0.02,   -3.01,    6.70
15/05/1997,199705,6.74,4.64,-3.87,-1.15,-2.9,0.49,-5.16,12.2186,12.4833,10.3198,8.3152,8.1625,17.7015,12.8222,9.6654,9.7917,8.0238,15.415,10.7318,6.6977,7.037,8.2829,9.7637,7.2795,5.4288,7.1606,7.7508,6.3683,6.8974,5.4777,5.2665,5.4763,8.17,5.72,    7.96,    5.92
15/06/1997,199706,4.1,1.19,1.23,0.63,0.54,0.37,2.62,3.9883,4.7059,5.8261,7.8653,7.0711,2.9606,4.6422,6.3304,5.8216,6.4131,4.0039,3.4283,5.27,5.1033,5.7362,2.0943,4.2482,4.0479,3.6166,4.1847,4.3774,3.5513,5.149,4.8105,2.0833,4.3,4.18,    5.18,    4.78
15/07/1997,199707,7.33,-2.82,0.84,-0.33,-2.54,0.43,3.81,3.8498,5.2348,5.9921,6.0316,5.8952,4.984,5.8114,3.8716,5.2019,5.5019,5.1423,6.8239,6.47,5.6235,6.2814,6.8033,6.8983,7.0936,7.2151,6.0594,8.1078,7.7351,10.0291,6.5299,9.379,7.07,6.54,    4.83,    8.13
15/08/1997,199708,-4.15,7.63,1.38,-1.16,-0.03,0.41,-2.55,5.7735,4.5464,3.1983,4.0281,4.3045,3.8697,1.4385,4.2849,2.3837,3.5543,2.7649,3.2315,1.0537,-0.1899,1.0028,0.2184,0.1419,0.2062,-1.0054,0.4015,-7.2113,-3.5897,-5.7147,-5.4646,-2.9489,-5.93,-1.32,    4.24,   -6.32
15/09/1997,199709,5.35,2.56,0.02,-1.19,-0.91,0.44,1.45,10.4498,9.8695,9.786,8.091,8.8038,7.5798,7.9828,7.8594,8.0377,6.6181,7.0601,6.9448,7.447,6.6545,6.4317,5.2079,4.8777,5.9688,6.0317,4.0086,4.8681,5.5274,6.0672,6.6881,6.3431,4.6,7.99,   10.14,    5.38
15/10/1997,199710,-3.8,-0.5,1.96,0.94,1.89,0.42,-0.38,-5.6123,-3.5747,-3.899,-1.1108,-1.087,-6.1866,-4.6627,-3.8872,-2.9471,-3.477,-6.2714,-3.6099,-3.6108,-2.2331,-3.7237,-6.5932,-5.7344,-2.3935,-3.8345,-6.0277,-2.3612,-4.0069,-3.176,-2.1296,-3.0947,-2.54,-2.82,   -2.05,   -2.86
15/11/1997,199711,2.98,-5.01,0.78,3.14,1.66,0.39,0.29,-3.4627,-3.2316,-2.0499,-0.1484,-0.4392,-3.3198,-2.3674,-0.8348,0.5467,-0.5872,-3.2773,-2.7198,1.9885,2.6438,0.5965,0.7388,0.68,3.5353,3.8097,2.9199,5.3476,5.2146,2.9576,4.6689,2.2895,4.06,1.35,   -2.71,    5.12
15/12/1997,199712,1.32,-2.02,3.46,0.93,1.91,0.48,3.95,-6.0356,-3.2626,-0.7643,0.0889,1.4746,-0.7139,-1.8697,1.6424,3.7489,2.2848,0.9001,0.3795,2.9218,4.773,2.8629,-1.7435,1.9511,3.5182,6.1795,0.9527,1.1728,1.6583,3.505,3.1665,5.0221,0.29,1.57,   -3.52,    1.73
15/01/1998,199801,0.15,-1.39,-1.45,0.73,-0.83,0.43,0.11,0.2279,-0.7712,-1.2009,-1.1475,-0.6095,-0.0144,-1.1159,-2.4389,-2.1644,-1.5739,-0.4146,-2.0238,-1.708,-4.4568,2.6879,-1.8555,-0.0247,-2.4236,-1.2735,1.3512,3.9468,-0.2214,-3.3741,0.1598,0.6155,3.78,1.43,   -0.46,    1.97
15/02/1998,199802,7.04,0,-0.13,-0.85,-2.42,0.39,-1.14,6.0486,6.8876,5.6338,5.8453,6.607,9.0871,8.26,9.3237,7.0336,7.0867,8.9992,9.345,7.0023,8.7816,8.7415,9.6227,7.5878,7.0484,5.7978,6.4667,7.2358,6.1607,9.1163,7.0401,9.399,7.98,7.68,    5.21,    7.13
15/03/1998,199803,4.76,-0.63,1.06,-0.78,-0.48,0.39,2.15,5.1847,5.0908,5.4667,4.746,4.9622,4.5716,5.9706,2.6685,4.327,4.6865,4.1881,3.0852,4.8911,4.3134,6.466,3.7108,5.4293,5.1348,4.0876,7.5435,4.5818,5.1381,5.515,7.4355,7.3942,4.34,7.88,    5.08,    5.33
15/04/1998,199804,0.73,0,0.74,-2.02,-0.23,0.43,0.78,2.227,2.8663,3.6003,2.7699,2.3869,-0.273,1.5777,0.9991,2.5722,1.8794,1.1255,-0.3159,0.5698,-0.1671,1.1969,-0.112,-0.0768,0.212,0.0415,1.1835,1.181,1.7659,1.5544,0.9843,1.4047,0.95,-0.64,    2.81,    1.62
15/05/1998,199805,-3.07,-3.14,4.16,0.58,2.54,0.4,1.88,-6.246,-7.084,-3.3631,-2.9017,-2.5947,-8.6356,-5.9467,-5.1676,-2.7693,-3.7226,-7.373,-6.3131,-4.7839,-4.3334,-3.2385,-5.3988,-2.9697,-3.6266,-2.175,-3.54,-2.3471,-1.652,-2.7127,-0.8779,4.2974,-2.93,0.12,   -4.25,   -1.57
15/06/1998,199806,3.18,-3.63,-2.32,-0.36,-2.91,0.41,7.26,-0.503,1.2231,-1.4892,-0.8631,-1.6698,1.8799,-1.2512,-0.7638,-0.8419,-0.1716,3.7796,-1.8005,-1.4434,0.5239,-0.2731,1.1155,-0.0783,0.4739,1.2145,-0.1522,7.6651,1.4059,2.7947,3.2923,2.9925,7.89,1.52,   -3.11,    5.14
15/07/1998,199807,-2.46,-5.35,-0.97,1.89,0.45,0.4,3.68,-7.6236,-7.6007,-5.5759,-6.1936,-5.9149,-7.5841,-7.2817,-9.5754,-8.2115,-7.3043,-8.1433,-7.2919,-8.0645,-8.9299,-7.3318,-5.7317,-5.8558,-5.3577,-5.0431,-4.2607,-0.0025,-0.3122,-2.5557,-4.0965,-0.5783,-1.54,-5.12,   -6.26,    0.01
15/08/1998,199808,-16.08,-5.04,3.41,2.97,5.84,0.43,1.88,-27.4171,-21.3193,-20.7334,-19.0243,-18.3614,-25.3591,-19.8084,-17.632,-17.4527,-17.2554,-23.344,-21.4113,-17.0264,-16.2602,-16.9918,-20.6053,-18.8778,-16.9552,-11.8326,-13.0364,-13.1162,-16.0907,-17.1971,-12.9933,-15.6016,-13.61,-16.44,  -20.87,  -14.43
15/09/1998,199809,6.15,-0.86,-3.31,-1.44,-2.9,0.46,-0.71,6.5114,3.9448,3.8718,2.9636,1.4756,11.9539,7.7264,5.1378,4.7387,4.996,11.8945,4.844,8.7067,4.8687,1.9896,6.779,6.8567,6.8428,5.0962,6.1093,8.4718,4.2107,4.5453,1.9951,7.2199,8.4,6.51,    1.14,    6.68
15/10/1998,199810,7.13,-3.5,-2.2,0.76,0.27,0.32,-5.36,3.3916,2.8241,1.6836,2.9747,0.9721,4.7026,6.0081,3.4686,3.042,2.627,4.3697,6.7095,4.202,3.8414,4.4326,8.5425,9.6403,5.9294,3.8558,4.1293,7.6779,9.1415,8.2557,7.0908,6.8337,6.33,3.71,    1.09,    8.07
15/11/1998,199811,6.1,0.66,-3.14,-0.72,-1.15,0.31,1.16,10.0199,8.4453,6.4255,6.9839,8.3646,9.6858,6.2548,3.8201,4.5254,5.0936,8.8859,6.1905,3.6389,1.97,3.9456,7.3654,2.3497,3.9937,4.1659,3.3166,7.6215,6.5676,4.3576,5.3239,5.2068,7.38,5.01,    7.95,    6.74
15/12/1998,199812,6.16,-1.52,-4.46,-0.59,-3.35,0.38,8.99,4.339,1.7156,3.5425,0.3561,1.6678,7.1754,5.2515,2.5732,4.2898,5.0162,11.8923,7.0998,4.0103,3.9144,3.7222,10.6382,4.2651,3.3415,3.4128,2.0654,9.2892,3.9837,1.8753,1.0937,4.8202,8.92,5.23,    0.56,    6.84
15/01/1999,199901,3.5,-0.78,-4.03,-2.2,-6.88,0.35,3.04,8.126,4.6353,5.4778,3.6293,4.3268,5.9933,1.0926,-2.3503,-2.3287,0.6891,4.6803,1.638,-2.3912,-2.2674,-3.0095,1.4457,-2.2832,-2.7518,-3.6888,-2.4691,6.0979,3.0917,-0.5493,-0.1385,4.761,5.63,0.83,    7.28,    4.94
