,,exret_mkt,FF_SMB,FF_HML,FF_RMW,FF_CMA,RF,FF_MOM,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,PR17,PR18,PR19,PR20,PR21,PR22,PR23,PR24,PR25,PRgrowth,PRvalue,Prsmall,Prlarge
15/02/1981,198102,0.57,-0.49,0.97,0.13,2.25,1.07,-1.39,-3.341,0.0706,0.9647,2.2745,2.4584,-0.4352,1.5031,2.9841,3.5032,3.7843,2.2775,2.3763,3.8555,-0.0661,1.4898,1.4282,2.9202,4.2949,1.3728,3.663,3.2788,1.9693,-0.66,3.0669,-0.4732,1.5,2.32,   -0.44,    1.89
15/03/1981,198103,3.56,3.06,0.67,-2.54,-0.53,1.21,0.74,7.3031,9.5069,8.5554,9.1964,7.3426,7.9904,8.1903,8.2199,7.633,7.6062,7.6649,7.7333,7.5015,9.1495,7.0281,8.8895,6.3126,9.0945,7.1696,7.6236,2.9721,3.1656,-0.4218,3.9884,8.1856,4.78,10.28,    7.17,    1.61
15/04/1981,198104,-2.11,4.56,2.26,1.02,1.2,1.08,-0.96,3.0514,4.7256,3.6678,4.7023,5.5424,1.6151,3.6169,3.6865,3.7522,3.7851,2.0933,3.4175,1.5159,0.978,4.0187,0.0273,-0.7596,0.3963,0.2611,1.6922,-2.7168,-4.301,-2.9731,2.2708,-2.9635,-0.58,0.08,    3.57,   -2.75
15/05/1981,198105,0.11,2.45,-0.43,0.22,-1.6,1.15,3.75,5.0035,5.0087,4.4007,2.6563,2.7003,6.2467,2.2628,2.6339,0.3518,2.3235,2.1731,3.8187,2.8127,1.4424,5.5498,3.6175,1.6384,2.2628,1.089,3.3266,1.6342,-2.1621,-2.0974,3.6199,0.7424,3.43,2.37,    3.43,    0.01
15/06/1981,198106,-2.36,-0.99,5.13,-1.26,2.68,1.35,-5.9,-7.1437,-0.366,1.2324,2.7317,1.141,-7.0404,-0.5551,-0.647,-0.1547,1.8235,-5.0744,-0.1303,-0.3863,2.1667,-2.2314,-5.2189,-1.6431,0.6221,2.6519,-0.4915,-4.4196,1.1393,3.4835,-0.6337,0.5778,-6.22,-0.44,   -1.57,    0.18
15/07/1981,198107,-1.54,-1.96,-0.66,1.05,-3.04,1.24,-2.52,-4.4745,-3.4373,-2.7752,-2.1926,-2.2867,-2.5469,-3.459,-0.584,-1.5322,-1.9831,-1.1927,-2.0778,-2.9688,-2.9679,-0.3651,2.0437,-1.0296,-2.3428,-2.5752,-3.3042,1.7279,2.8065,-2.1069,-2.1008,0.6027,0.62,-2.29,   -2.46,    0.98
15/08/1981,198108,-7.04,-1.83,4.84,-0.42,1.46,1.28,-1.12,-12.7892,-8.5862,-7.3326,-5.7026,-4.969,-10.4002,-8.0595,-4.8723,-5.2077,-5.6208,-8.5943,-6.0189,-5.5096,-5.6147,-3.4008,-6.8607,-6.1784,-3.836,-5.2951,-3.2276,-6.1433,-6.7002,-5.699,-5.2077,-0.3927,-9.1,-4.48,   -8.44,   -5.23
15/09/1981,198109,-7.17,-2.47,5.2,0.09,2.79,1.24,1.98,-13.5186,-8.3829,-7.419,-6.4692,-6.3112,-10.2271,-6.8945,-6.4075,-3.1335,-5.5553,-9.3122,-5.8384,-5.9897,-1.6949,-3.9145,-9.3025,-8.0008,-6.5937,-3.716,-4.3618,-6.3761,-5.9497,-5.947,-2.5649,0.4798,-8.59,-4.95,  -10.16,   -5.17
15/10/1981,198110,4.92,2.25,-4.21,3.23,-2.76,1.21,4.07,10.4302,8.1322,8.3881,7.0113,4.9491,11.1444,6.633,6.8915,7.5233,6.0791,10.9749,5.0307,7.246,5.0184,4.3927,10.2795,7.4792,5.1063,4.1359,3.6878,7.8403,7.657,2.7706,1.3947,4.8069,11.38,3.64,    7.36,    5.17
15/11/1981,198111,3.36,-1.39,1.9,0.32,0.63,1.07,-0.27,-1.237,2.3498,3.977,2.6404,4.0738,1.4627,5.5767,4.6403,6.0621,5.5714,0.5035,2.7046,4.3648,2.8523,5.3544,3.6078,4.7182,2.6233,7.2542,4.7422,3.648,5.7392,5.3101,4.2228,3.7671,0.52,5.44,    1.16,    5.03
15/12/1981,198112,-3.65,1.19,0.74,0.28,2.41,0.87,1.32,-4.0802,-2.119,-0.5822,-0.456,-1.1326,-1.6861,-0.4611,-1.9589,-2.4368,-1.6236,-1.9906,-1.9795,-1.0462,-1.2054,-3.1409,-3.241,-2.1887,-1.4876,-2.6568,-2.3696,-2.9265,-3.4171,-3.8332,-1.9265,-1.7945,-3.7,-2.58,   -2.12,   -3.23
15/01/1982,198201,-3.24,-1.18,3.17,-1.41,2.08,0.8,1.73,-3.0767,-0.5518,-1.7061,-1.4475,-0.2591,-5.5281,-2.931,-4.25,-2.9492,0.2414,-6.3114,-3.2218,-4.8675,-2.2265,1.4239,-6.6076,-4.3012,-3.7132,-1.4825,-1.7063,-0.2507,-3.8524,-2.5976,-1.3567,1.4328,-3.66,-1.16,   -1.24,   -1.49
15/02/1982,198202,-5.86,0.33,6.1,-3.58,4.57,0.92,5,-7.8849,-4.0936,-2.9416,-2.7454,-0.9059,-7.3591,-4.4111,-4.2735,-0.9728,-0.4991,-8.0644,-2.4429,-1.4886,-3.125,0.4408,-6.8937,-6.5001,-3.3165,-0.1764,0.6974,-7.4233,-7.3651,-2.6472,-1.1844,-3.9196,-9.21,-0.13,   -4.36,   -5.74
15/03/1982,198203,-1.87,0.02,3.78,-1.32,2.37,0.98,2.93,-1.9479,-0.3666,-1.2175,-0.2863,0.1263,-3.692,0.0487,-1.1749,1.7461,1.8519,-2.3412,-0.1738,1.2911,-0.3528,2.8519,-3.0307,-1.4627,-0.2604,0.1221,1.0514,-3.4956,0.4408,-1.4778,2.681,2.036,-3.71,1.65,   -1.18,   -0.77
15/04/1982,198204,3.27,1.13,-2.78,1.39,-0.15,1.13,-0.41,6.4859,6.254,5.0293,5.037,4.5206,6.7055,6.9425,5.6809,4.3945,4.1959,6.3002,5.7638,4.5122,5.0088,4.8446,6.0685,4.9837,4.5045,3.8013,5.0231,6.6393,3.9277,2.7114,3.4341,0.5463,6.2,4.35,    4.80,    3.65
15/05/1982,198205,-3.99,0.53,1.81,0.46,-0.09,1.06,2.55,-3.1597,-1.672,0.0082,-0.8553,-0.7083,-3.9572,-3.9888,-2.6785,-1.9232,-1.9871,-3.5531,-2.0779,-3.2789,-1.2494,-1.1503,-4.7942,-4.3538,-3.6919,-4.1293,-2.7762,-4.0252,-1.771,-1.8592,-2.942,-1.258,-4.86,-2.37,   -1.86,   -2.09
15/06/1982,198206,-3.09,-0.53,1.54,-0.2,2.72,0.96,5,-4.4371,-3.0232,-2.5745,-1.1914,-1.253,-4.1725,-1.3289,-1.506,-0.5253,-1.2855,-4.1023,-0.5781,-0.4936,-2.1207,-1.9067,-4.4814,-3.1069,-0.7717,-1.2697,0.5051,-2.8519,-1.0779,-0.6223,-1.8382,-2.8775,-4.32,-0.55,   -2.73,   -1.76
15/07/1982,198207,-3.19,0.93,0.15,0.83,1.54,1.05,4.47,-3.8191,-2.4936,0.3178,-0.7685,-0.4246,-3.2833,1.2976,-0.3657,-0.1967,-1.0635,-1.8502,-0.5286,-2.3535,-3.4202,-1.4832,-1.3756,-4.0745,-2.9313,-3.3397,-2.8109,0.6359,-3.7663,-4.437,-1.9919,-1.8293,-1.91,-2.02,   -1.71,   -1.72
15/08/1982,198208,11.14,-4.27,1.16,-1.66,0.18,0.76,-3.52,4.8871,7.1078,6.7973,5.1121,5.6479,7.9019,8.4996,9.9738,7.9534,8.4353,10.8374,11.2605,11.5544,11.3804,10.7568,12.094,12.8492,10.5516,12.5113,14.0089,11.2424,11.8461,13.0059,13.7757,12.4624,11.27,11.24,    4.42,   12.59
15/09/1982,198209,1.29,2.57,0.34,1.9,-0.04,0.51,4.17,2.2221,2.561,5.6962,3.8637,4.3537,2.6594,2.3556,5.0153,5.5636,5.7699,3.1656,5.5454,4.3324,4.0694,2.2559,2.7372,2.2013,7.659,2.7122,-0.0277,1.6767,2.0403,1.1921,-0.1316,0.1622,1.57,0.85,    3.20,    0.85
15/10/1982,198210,11.3,1.9,-3.68,0.42,-0.37,0.59,0.03,17.6996,13.5642,13.3823,12.5904,11.6429,17.205,12.5338,13.4289,10.0544,11.3826,15.1504,13.5959,12.5575,13.2726,13.1409,15.5691,14.8968,12.4058,12.6337,12.833,11.5235,11.2694,10.3866,11.3087,5.9471,15.25,12.85,   12.95,   10.47
15/11/1982,198211,4.67,4.56,-1.96,-0.51,0.32,0.63,5.89,9.0407,10.4057,11.6084,10.5171,10.4401,9.7392,8.8776,8.0457,7.8249,8.5679,10.5173,8.6401,6.4234,5.8252,8.2044,7.332,6.983,4.4334,5.4045,7.2974,7.2306,3.9566,1.2594,2.9626,1.6746,9,7.53,   11.76,    3.70
15/12/1982,198212,0.55,-0.03,0.01,-0.46,1.03,0.67,0.02,2.5593,2.2919,1.9477,2.3553,2.4189,-0.3708,2.5448,1.0654,0.4712,0.9128,0.6116,0.4853,-0.6331,0.1274,2.5951,0.7925,0.1385,2.4678,0.2324,2.6453,2.3542,-0.0115,1.1477,0.3894,5.9237,-0.3,4.35,    2.03,    1.39
15/01/1983,198301,3.6,3.29,-0.86,-1.71,-0.46,0.69,-1.7,13.551,8.4849,8.8767,9.0743,7.1309,7.9272,8.2903,3.5397,4.7789,4.793,6.3744,2.9452,4.129,3.1013,3.9904,5.0992,3.4321,2.7911,2.4783,2.0805,2.1044,3.0868,3.7726,6.0895,2.7655,4.96,4.07,   11.58,    3.91
15/02/1983,198302,2.59,2.91,0.67,-0.57,1.02,0.62,3.83,3.1848,4.6036,8.0774,7.5057,8.9409,5.1509,4.9556,7.9278,5.7893,5.3273,5.2167,4.8787,5.282,4.4484,5.1199,4.8585,2.9015,2.6244,3.3171,4.4774,2.3932,3.8857,3.1667,1.1324,2.4051,3.45,5.35,    5.35,    2.40
15/03/1983,198303,2.82,1.4,2.07,0.23,2.81,0.63,0.93,2.7898,5.7071,6.6146,4.5209,7.5714,1.9286,3.7251,6.6138,7.1043,4.8527,2.1008,6.4752,4.9238,7.788,4.6956,0.6516,2.6598,4.6309,5.5412,5.1438,3.3111,2.6373,4.1459,3.4663,1.8321,2.06,4.88,    5.63,    3.13
15/04/1983,198304,6.67,0.48,0.6,-0.25,1.6,0.71,1.8,7.3583,7.4091,8.6575,9.542,9.0013,7.9389,8.3295,8.8683,7.8145,7.8202,6.623,7.3346,7.2596,6.4273,6.5489,5.0465,5.7408,7.601,6.9734,6.2267,6.6211,6.0389,8.7683,9.0265,7.2351,5.62,9.85,    7.92,    7.68
15/05/1983,198305,0.52,6.21,-1.4,-2.14,-1.53,0.69,-1.59,11.9633,10.2918,8.4076,8.5406,7.9054,5.4875,6.4411,5.2108,3.3231,5.3469,5.7382,5.3359,2.4855,2.1765,1.3691,4.7024,5.5011,4.7561,1.8704,1.0414,-1.0199,-2.1419,-0.4699,-1.6135,1.1688,3.07,1.52,   10.34,   -1.93
15/06/1983,198306,3.07,1.15,-3.87,2.48,-0.89,0.67,1.78,4.1302,6.8477,3.8109,2.8781,4.2895,6.8624,5.331,1.4543,2.6683,3.875,4.7438,5.4689,4.8265,1.3572,1.5876,6.4635,4.7312,4.1404,-1.353,1.8766,5.9021,5.325,2.7962,1.666,0.6532,5.76,4.2,    4.60,    3.83
15/07/1983,198307,-4.07,0.97,5.62,-0.06,2.84,0.74,-3.13,-6.1163,-2.2273,-0.9756,0.8247,0.7388,-7.2225,-4.5482,-0.8454,1.6617,0.9573,-6.2612,-3.0622,2.6837,0.976,0.6612,-4.2898,-3.7149,-4.7014,-0.8273,-0.5698,-4.8416,-5.9171,-3.1617,-0.5631,-2.1701,-5.2,0.04,   -2.47,   -3.54
15/08/1983,198308,-0.5,-4.33,5.55,0.48,1.95,0.76,-6.04,-6.0336,-3.9517,-2.306,-3.6032,-1.1425,-5.3884,-3.3604,-2.8193,-1.0934,0.7474,-3.7607,-4.3342,-1.5038,-0.8581,2.6893,-2.9081,-1.715,-0.049,2.7841,3.6887,-0.6592,-0.3856,0.1483,4.455,6.6197,-2.68,6.21,   -4.61,    2.13
15/09/1983,198309,0.91,0.22,1.09,1.14,0.59,0.76,-0.1,-3.0956,0.2053,0.6947,1.4825,1.639,1.132,1.388,3.9653,4.8394,3.6417,1.8294,4.1006,2.8586,4.9452,6.7709,3.5794,1.8965,2.971,2.6695,1.5007,2.871,1.9984,1.993,-1.1194,0.5044,2.31,0.1,   -0.80,    1.14
15/10/1983,198310,-3.44,-3.82,5.06,-0.64,2.97,0.76,-4.56,-10.5029,-6.2492,-4.9865,-3.6199,-2.9267,-10.1852,-7.3153,-4.0892,-1.7658,-3.0701,-8.295,-4.6027,-2.83,-0.6852,-1.7183,-7.0996,-2.7824,-1.8879,-1.729,-0.4166,-2.4922,-2.2756,-0.0642,-0.1712,-0.6737,-6.05,-0.73,   -5.94,   -1.04
15/11/1983,198311,2.16,1.9,-0.62,-0.55,0.64,0.7,-0.09,3.6458,3.6556,3.4231,2.7735,4.3893,5.7661,5.1946,4.7753,5.2386,4.8035,6.1932,4.3831,4.6339,4.109,3.9486,5.7217,2.7267,4.5155,4.8514,3.7993,1.1974,2.9471,2.8,1.5768,0.6209,1.91,1.54,    2.57,    1.59
15/12/1983,198312,-1.78,-0.47,1.67,1.53,1.21,0.73,0.74,-5.1998,-1.2899,-0.6497,-0.3184,0.7399,-3.0932,-1.187,0.0748,-0.1063,0.0103,-3.179,-1.2161,-0.1574,-1.0594,1.2712,-3.4727,-0.5393,-2.8007,-1.7463,-0.5361,-0.0421,0.1766,-2.3629,-0.8379,0.5409,-1.17,0.01,   -2.19,   -0.16
15/01/1984,198401,-1.92,-0.04,7.63,-0.67,3,0.76,-2.49,-2.0116,-0.8734,-0.0741,1.2266,3.1644,-6.3152,-1.3855,-0.3686,0.2505,3.684,-6.9955,-4.6202,-2.3748,0.3676,-0.1635,-7.6442,-3.4792,-1.4701,-0.3724,0.4633,-5.6926,-0.7374,1.0511,1.7077,6.9788,-6.87,4.31,    0.71,    0.05
15/02/1984,198402,-4.82,-1.6,3.36,0.72,1.57,0.71,0.19,-7.5021,-6.8789,-5.3156,-4.2482,-4.589,-7.1849,-6.0035,-3.8665,-3.2079,-3.8951,-6.7913,-7.1379,-4.6963,-4.6678,-2.3368,-5.6883,-5.745,-5.5146,-3.2024,-4.699,-3.7677,-5.999,-4.4236,-2.2313,0.6789,-5.37,2.85,   -5.63,   -2.74
15/03/1984,198403,0.63,-0.3,0.48,-1.16,1.09,0.73,1.09,-1.0898,1.4398,0.5797,1.6136,2.1394,-0.2792,1.3046,0.9495,1.2267,1.9506,0.6225,1.4558,2.317,1.3562,3.3602,0.5776,0.7943,2.4684,1.5358,4.2434,1.7899,2.9505,0.0629,1.8523,-1.4558,0.77,1.68,    0.37,    0.74
15/04/1984,198404,-0.51,-1.05,1.29,3.4,0.76,0.81,2.05,-4.0571,-1.8141,-0.7164,-0.0078,-0.9527,-1.2839,1.468,0.6497,0.1433,-1.1554,-0.004,1.1005,-0.076,-1.2132,0.1565,-1.3193,-0.5429,-0.566,-2.5335,-1.8442,1.4271,-0.3962,1.3179,1.5755,2.4265,0.4,0.04,   -2.45,    1.80
15/05/1984,198405,-5.97,0.07,0.26,2.1,-0.5,0.78,1.52,-6.1856,-4.7354,-4.9095,-3.4695,-3.5996,-6.1029,-4.9343,-5.0031,-4.006,-4.1257,-5.8839,-5.5803,-5.6302,-4.0441,-6.4848,-3.9517,-3.9344,-5.1576,-5.2956,-7.5474,-5.2046,-3.3456,-6.1994,-4.1387,-6.0545,-5.36,-5.81,   -5.18,   -4.91
15/06/1984,198406,1.82,0.05,-2.6,3.05,-1.51,0.75,-0.7,1.0685,3.4059,2.1751,1.5818,1.3089,3.9809,4.6926,1.9106,2.7867,1.127,6.4231,5.0075,0.9716,1.5662,-0.5408,5.9833,4.5538,1.7847,1.947,2.5471,3.4786,5.3655,2.0772,-1.2006,5.3403,3.77,-1.13,    0.87,    2.68
15/07/1984,198407,-2.74,-2.23,0.49,3.94,-2.17,0.82,2.93,-7.2186,-5.2091,-4.4126,-1.8642,-2.1583,-5.3409,-5.6252,-1.3925,-3.8679,-3.6762,-3.6659,-3.2754,-2.9323,-3.0234,-0.9954,-3.5474,-5.0595,-2.5122,-4.6038,-0.4935,0.311,-1.437,0.1004,-3.2248,-2.3278,-1.18,-1.23,   -5.45,   -0.65
15/08/1984,198408,10.28,-0.29,-1.85,-1.22,-0.81,0.83,-5.69,11.5226,11.6443,8.6255,7.2096,8.647,15.7886,10.5507,9.9018,9.4193,10.3092,15.4053,13.1148,10.6663,12.0613,9.4157,12.8265,13.4359,12.4254,11.2484,9.9794,10.7691,10.172,10.5129,11.408,12.5003,12.77,10.49,    7.76,   10.67
15/09/1984,198409,-0.8,0,5.32,1.48,2.53,0.86,3.67,-2.609,-1.5006,0.5982,1.2841,2.4028,-5.4579,0.258,1.9977,1.519,3.2234,-4.0585,1.7992,1.7919,2.2759,3.4279,-1.4722,-1.574,0.6593,1.4496,4.4734,-2.7789,-1.6865,-0.4132,1.9203,3.2439,-3.44,3.87,   -0.14,   -0.09
15/10/1984,198410,-0.84,-1.44,0.51,0.99,-1.16,1,3.21,-3.8226,-1.3259,-2.0968,-1.5695,-1.2851,-3.0407,-1.7211,-0.2363,0.9084,0.9995,-1.7437,-0.6031,1.5985,-1.8074,1.4921,-0.432,-0.0149,0.6914,0.1998,1.6904,0.8799,2.8554,1.5231,-0.6676,-1.5843,-0.72,1.32,   -2.23,    0.41
15/11/1984,198411,-1.76,-0.95,4.08,0.89,2.08,0.73,1.7,-5.7831,-3.9224,-1.255,-1.5913,-0.9322,-5.8256,-2.1343,-0.3842,0.044,1.2457,-4.1312,0.6378,1.3356,1.2807,1.874,-3.5069,-0.5173,-1.0007,0.5754,2.0313,-2.4611,-0.9705,-1.8128,-0.5886,1.4332,-4.19,1.97,   -3.78,   -1.14
15/12/1984,198412,1.84,-0.71,-0.17,1.23,-1.26,0.64,1.54,0.5854,0.7409,0.9019,0.4929,0.7588,2.0029,2.2628,1.6715,2.5349,2.5667,4.4605,3.5677,0.8672,1.6515,2.1568,3.3047,1.9266,2.2277,2.9185,3.5314,2.5833,2.3699,2.9074,3.117,1.2162,2.52,2.87,    0.11,    2.37
15/01/1985,198501,7.99,3.46,-5.43,-0.96,-3.36,0.65,-6.9,16.0884,14.4286,10.6003,10.1315,8.487,16.172,13.0591,8.9758,9.9612,8.7143,13.7649,10.28,9.7521,8.8259,7.9383,12.2224,12.8652,8.4275,8.1526,6.4025,9.537,7.9573,7.6769,6.8028,4.2824,12.8,5.48,   12.91,    7.41
15/02/1985,198502,1.22,0.99,-0.12,1.26,1.03,0.58,1.82,3.6669,5.0399,3.4263,2.7473,3.7328,2.7987,3.1484,2.6773,1.9129,0.9396,2.1387,0.9234,1.4533,1.6676,-0.6134,2.7195,-1.0891,2.0029,2.5273,1.1719,0.1852,2.6773,1.6665,2.5326,2.7163,0.9,0.89,    4.31,    1.60
15/03/1985,198503,-0.84,-1.47,4.1,1.02,2.94,0.62,1.68,-2.6289,-2.9806,-1.5316,-1.2538,-0.2578,-4.8363,-3.5133,-0.7027,0.36,3.0903,-4.323,-1.2376,-2.0347,1.1107,3.7345,-2.7065,-2.3915,0.1037,0.9582,4.3029,-1.5582,1.0404,-0.5861,1.2452,1.5492,-3.49,2.52,   -1.32,    0.01
15/04/1985,198504,-0.96,-0.11,3.73,1.49,0.71,0.72,3.06,-2.216,-1.7956,0.1944,0.3781,0.275,-3.2422,-1.2878,-0.3489,2.6702,0.7462,-1.2309,-1.2978,-0.3957,2.6119,1.5041,-1.2818,-3.2954,0.5168,0.797,1.0626,-1.6826,-2.4059,-1.3912,1.3393,3.0329,-2.21,2.1,   -0.94,   -0.07
15/05/1985,198505,5.09,-2.35,-0.86,1.11,-1.39,0.66,4,2.5198,3.9416,3.7879,2.6925,1.1057,4.0918,4.1323,3.1228,5.5959,2.9322,6.228,5.5094,3.1084,4.7972,4.1974,6.7231,5.7266,5.6414,4.4441,6.4995,5.6998,7.5155,8.8874,5.3875,4.5905,5.01,4.27,    2.37,    5.99
15/06/1985,198506,1.27,0.43,0.63,1.5,-0.59,0.55,3.63,0.5881,0.538,0.804,1.3814,4.5579,0.7399,2.2989,2.4047,3.1309,3.4848,2.5562,1.852,4.3175,2.6316,3.3625,1.9859,1.7711,2.2635,3.5638,0.8992,0.6719,2.8834,1.4547,0.2995,2.3283,0.5,2.61,    1.10,    1.34
15/07/1985,198507,-0.74,2.89,-1.63,-0.37,-0.31,0.62,-3.94,2.4006,3.2525,2.2769,1.5607,2.3026,3.1927,3.5073,5.0743,-0.1544,0.3738,1.2257,2.6074,1.437,0.9764,1.9565,-0.4795,0.3965,1.1463,-2.1051,0.7065,0.5547,-0.3619,-1.9597,-1.5005,-2.3639,0.9,0.62,    2.41,   -0.62
15/08/1985,198508,-1.02,-0.31,2.28,0.33,1.88,0.55,1.82,-1.5995,-1.1817,-0.5983,0.2212,-1.1067,-2.0296,-0.9552,0.7729,0.3242,0.2396,-2.4717,-0.5898,-0.2074,-0.4482,0.2812,-1.7152,-0.3173,1.1073,-0.2656,0.2569,-1.8147,0.0228,-0.5222,0.3951,0.7948,-1.84,0.09,   -0.45,   -0.40
15/09/1985,198509,-4.54,-1.8,1.32,1.46,1.61,0.6,1.48,-8.055,-5.7923,-4.9014,-3.8918,-4.0583,-7.5437,-6.1727,-3.3011,-3.6955,-5.5082,-6.8667,-4.2804,-3.2572,-3.7994,-2.9489,-4.9829,-4.0696,-4.7743,-6.3535,-4.9012,-3.6497,-2.4481,-1.8156,-3.2714,-4.0215,-4.39,-4.25,   -6.07,   -2.73
15/10/1985,198510,4.02,-1.52,0.78,0.97,-1.11,0.65,4.88,0.6764,1.7523,3.6724,3.3466,1.7603,3.8239,3.8564,4.1106,5.7105,2.8155,3.9454,4.2287,4.3877,2.4062,2.8251,5.672,5.2772,4.2489,5.5031,5.58,3.6335,4.4145,4.8369,5.883,6.3014,3.64,4.75,    1.25,    4.42
15/11/1985,198511,6.48,-0.01,-2.87,0.5,-2.33,0.61,-0.4,5.4692,6.5269,6.361,5.0391,4.9109,9.2899,7.1632,8.1759,7.1405,6.4363,7.7578,7.2169,5.8437,6.5562,6.5065,8.6016,6.9591,8.2871,5.4985,5.4804,10.0728,8.1687,7.6443,3.9433,4.6884,9.12,3.96,    4.59,    7.08
15/12/1985,198512,3.88,-0.43,-1.53,0.94,-1.8,0.65,-0.13,3.6755,5.0847,4.0372,4.0646,3.3939,5.213,4.488,5.0729,3.9406,0.3317,5.6766,4.638,2.4761,2.6619,5.4051,3.7393,4.441,2.8272,4.97,5.1781,6.8785,3.7452,4.9904,3.0815,4.3461,6.01,3,    3.17,    5.12
15/01/1986,198601,0.65,1.02,0.53,-2.28,-2.05,0.56,2.96,3.8768,2.276,2.184,1.9957,3.018,0.9101,1.8378,1.3918,0.2179,2.6045,1.8701,2.7504,1.245,2.4976,3.0742,1.1339,0.4801,1.8553,2.721,3.5299,0.3743,1.3437,1.5619,-1.4396,1.4471,0.18,2.72,    4.88,   -0.16
15/02/1986,198602,7.13,-0.74,-0.94,1.21,-1.39,0.53,2.78,5.9,6.3514,6.6121,8.0385,5.3594,7.8087,7.0026,6.6793,9.5826,3.909,6.9492,9.2649,7.8577,7.0984,6.5387,7.9972,9.4212,7.0059,7.2551,7.676,7.5827,10.1226,8.6435,6.4682,7.186,6.35,7.84,    5.91,    7.53
15/03/1986,198603,4.88,-0.53,-0.44,1.82,0.99,0.6,2.45,4.7556,5.64,4.9148,4.82,6.2611,3.7111,5.117,5.87,5.0637,6.3723,4.8645,7.1898,5.385,5.8698,5.6754,5.5848,5.2231,6.6132,4.0467,4.6333,5.956,7.3229,5.4373,4.8379,4.4592,5.24,3.14,    4.13,    5.97
15/04/1986,198604,-1.31,2.95,-2.85,3.36,0.02,0.52,-0.5,2.6278,2.2669,1.4437,0.1755,0.4781,2.1584,2.1653,0.1079,0.8633,-1.9457,2.1779,2.1749,1.0925,1.2411,-1.5394,1.9388,-0.3392,-1.783,-2.5066,-4.873,0.3246,-0.9775,-2.3218,-2.6988,-2.7394,2.32,-3.77,    1.80,   -1.01
15/05/1986,198605,4.62,-1.24,-0.11,1.9,1.11,0.49,2.02,4.1675,3.4736,4.0846,3.8147,4.0323,3.3966,2.4332,5.2332,4.261,2.964,6.1759,4.257,5.9068,5.2178,3.1907,6.3023,3.9688,5.6523,4.4088,4.4338,5.1454,6.3138,3.5581,6.5076,5.6037,4.94,3.05,    3.48,    5.36
15/06/1986,198606,1.03,-0.88,1.4,1.9,0.87,0.52,5.16,0.1795,-1.405,-0.4118,1.2539,2.3505,0.6049,0.1334,2.6078,1.6454,2.418,1.1719,-0.6889,2.0646,0.6196,2.5855,1.4638,1.0294,0.1045,3.7681,1.3992,2.1689,2.0792,1.1353,0.681,2.9899,1.61,-0.51,    1.13,    1.94
15/07/1986,198607,-6.45,-3.54,4.78,-0.43,0.61,0.52,1.8,-10.1357,-8.8832,-8.088,-6.0596,-8.7376,-11.4943,-9.9926,-8.7265,-4.6803,-7.0962,-9.6777,-7.9805,-8.0829,-5.9825,-5.2928,-8.7904,-7.6106,-7.1159,-3.9741,-4.4741,-7.0383,-5.9131,-4.8675,-2.6422,-2.6119,-8.62,-5.97,   -8.13,   -4.88
15/08/1986,198608,6.07,-4.32,3.52,-1.63,3.24,0.46,-5.01,0.3255,0.5684,2.0013,1.8882,1.7878,2.3398,4.4767,4.0182,5.7385,4.8314,4.4351,3.4786,6.0489,7.2919,8.5597,4.5091,6.543,7.1764,10.1323,9.4552,4.5085,6.5004,6.1567,10.2137,10.7879,2.72,11.1,    0.03,    7.23
15/09/1986,198609,-8.6,1.97,3.19,0.01,3.62,0.45,-5.86,-7.9559,-6.3951,-5.556,-4.472,-3.1446,-8.8173,-6.3912,-4.8006,-2.6634,-5.8824,-8.0533,-7.838,-4.5599,-4.793,-5.3648,-9.3691,-5.7627,-6.9377,-7.0032,-5.9124,-10.2917,-10.942,-7.784,-7.9343,-6.4592,-10.82,-2.28,   -6.19,   -9.13
15/10/1986,198610,4.66,-2.34,-1.32,-0.1,0.89,0.46,2.69,1.986,2.5642,2.2511,3.026,1.152,6.3648,4.2449,3.4604,2.9532,1.5952,5.7534,2.4699,1.1712,2.0575,2.8015,5.8089,6.291,5.7583,6.0269,4.2436,4.9477,7.0332,6.3677,4.6979,6.0545,7.25,4.12,    1.43,    5.32
15/11/1986,198611,1.17,-1.86,-0.06,1.18,0.61,0.39,-0.32,-2.2136,0.1216,0.4782,-0.108,1.2716,0.305,0.4676,-0.5257,-2.219,-0.0555,0.0719,0.2692,-1.2238,1.4995,-0.2747,1.0774,1.4158,1.5222,-1.1264,1.1407,2.7329,1.8745,2.8369,2.4906,1.652,1.01,0.74,   -1.29,    2.63
15/12/1986,198612,-3.27,0.07,0.37,0.71,-0.03,0.49,0.4,-5.5632,-1.8605,-3.8171,-1.5967,-3.4507,-3.1086,-2.149,-3.3003,-3.4901,0.6178,-2.6045,-1.8722,-3.6522,-2.1298,-0.8665,-4.5317,-2.8982,-2.7364,-2.3785,-3.3046,-1.7171,-2.5108,-4.311,-2.8573,-2.9364,-2.86,-1.31,   -4.19,   -2.27
15/01/1987,198701,12.47,-1.51,-3.18,0.04,-1.09,0.42,2.1,10.9764,9.8288,11.6068,9.9525,9.451,13.5973,12.3849,10.5996,10.0212,10.8506,13.83,13.423,8.8057,10.1698,9.3965,13.9008,12.4714,10.3076,11.9355,11.6114,13.3413,16.5312,11.3435,12.5469,11.9224,13.39,10.41,   10.74,   13.33
